User Name,Ratings,Mini Review,Date,Reviews
RAHUL,4.0 out of 5 stars,"
Good product
",21 October 2019,"
Sound quality is good but side magnet is very big and heavy
"
Anubhab B.,1.0 out of 5 stars,"
Bad Product
",26 October 2019,"
I dislike this product because of its manufacturing defects
"
Zeeshan vasta,4.0 out of 5 stars,"
Good product
",28 January 2020,"
Product,Sound Quality is ExcellentGood battery backup
"
Prarthna Luthra,5.0 out of 5 stars,"
I loved the product
",8 November 2019,"
Good sound and bass quality with an amazing battery backup.
"
Chhaya,4.0 out of 5 stars,"
Best at this price
",19 October 2019,"
Sound quality is good and bass quality is great👍👍👍
"
abhishekpatel,4.0 out of 5 stars,"
Mivi thendar beat
",11 October 2019,"
This product is very nice and sound quality is very good ...
"
Vaishali,5.0 out of 5 stars,"
amazing quality for the price.
",14 December 2019,"
only con:- low battery life
"
Ritik jain,4.0 out of 5 stars,"
You can try this one.
",4 January 2020,"
Good product but bit heavy.
"
Amazon Customer,5.0 out of 5 stars,"
Distance 10feet only
",10 January 2020,"
Best product but the distance is only 10ft exactly
"
rahul jatt,1.0 out of 5 stars,"
Missing right side earphone
",21 January 2020,"
I received only left side earphone another side is missing
"
G.Vijaya kiran,1.0 out of 5 stars,"
Not pairing with other devices.
",7 November 2019,"
Bluetooth not working.  It's not connecting to any devices
"
vijay kamble,5.0 out of 5 stars,"
Good but can be better
",14 November 2019,"
They are good
"
Videology,5.0 out of 5 stars,"
Best to wear while joking
",20 January 2020,"
Noise cancellation is good
"
VIRANI RUTVIK,4.0 out of 5 stars,"
Uncomfortable sound is good
",10 October 2019,"
Uncomfortable to wear it. Sort of heavy. Sound is very good
"
Divyaraj,5.0 out of 5 stars,"
To good I recommend this
",20 January 2020,"
Sound quality is to good and Bass is awesome 👍🏻
"
Pranav Dwivedi,4.0 out of 5 stars,"
Best under 1500
",8 December 2019,"
Great Product!!!!Completely worth the price
"
Durgashashinadh,5.0 out of 5 stars,"
Excellent
",25 January 2020,"
Super super super super super super super
"
Jignesh Prajapati,5.0 out of 5 stars,"
MiVi ThunderBeats are too good to use i always recommend this to my freinds and family.
",9 December 2019,"
Sound quality is too good & TBeats connectivity is also good.
"
Shivank patel,2.0 out of 5 stars,"
Poor
",14 October 2019,"
Eear me pain hone lagta he....1 hrs continue use krne se..
"
Nilesh jaiswal,4.0 out of 5 stars,"
Good
",28 December 2019,"
It is a good earphones i have been using it from 2 months
"
Amazon Customer,1.0 out of 5 stars,"
Bot
",3 October 2019,"
Worst product.does not even connect to phone.failure mivi
"
Pranay Banik,4.0 out of 5 stars,"
I just fully satisfy
",24 January 2020,"
I amazing product. Base is to good. Fully fit and fine.🤗
"
sanket v.,5.0 out of 5 stars,"
Value for money product
",24 December 2019,"
Very nice product. Sound is awsm.
"
Pritam Borole,4.0 out of 5 stars,"
Good
",11 October 2019,"
Good Quality
"
Ankit Kushwah,1.0 out of 5 stars,"
Not getting paired
",20 October 2019,"
The device was not getting paired with any of the device.
"
Adarsh Sah,2.0 out of 5 stars,"
Not impressed
",19 October 2019,"
Didn’t meet the expectation.Terrible Base
"
Naika,4.0 out of 5 stars,"
Happy with this product
",5 October 2019,"
Product was good with its price range 999
"
Amazon Customer,5.0 out of 5 stars,"
Nice awesome
",30 January 2020,"
Jakkas awesome jabardasth
"
raunaq vaid,5.0 out of 5 stars,"
Awesome earphones
",7 November 2019,"
Mivi thunderbeat is the best earphones under 2k.
"
Argha Bhattacharya,5.0 out of 5 stars,"
Perfect Product for Music Lover
",1 November 2019,"
Its a very good product and with wanderful sound quality
"
Nagarajan,4.0 out of 5 stars,"
Good product
",1 November 2019,"
Good product, hearing magnet button size should be small
"
Amazon Customer,5.0 out of 5 stars,"
Good sound and Bass
",20 January 2020,"
Very good product,sounds quality good, I am also happy..
"
Abhijeet Khairkar,5.0 out of 5 stars,"
Excellent product
",30 December 2019,"
Excellent product
"
Amazon Customer,5.0 out of 5 stars,"
The best
",20 October 2019,"
Cant get any better than this 😍
"
Rupesh Mishra,5.0 out of 5 stars,"
Worth for it
",19 October 2019,"
One of the best earphones I have ever used in this price
"
shubham sanas,5.0 out of 5 stars,"
Awesome 👍
",17 October 2019,"
Awesome 👍
"
Sammy paul,5.0 out of 5 stars,"
Good
",11 October 2019,"
Good battery life. Awsomse sound and beats go ut for sure
"
d.pothuraju,5.0 out of 5 stars,"
Super
",7 November 2019,"
So super ❤️
"
shubham pandey,5.0 out of 5 stars,"
Awesome
",31 October 2019,"
Good sound quality and noise cancellation
"
shalu,5.0 out of 5 stars,"
PB review
",30 December 2019,"
Good sound quality. Tough competitor for boat headphones.
"
Amazon Customer,1.0 out of 5 stars,"
Not at all long lasting
",17 November 2019,"
One side stopped working within 20 days
"
Amazon Customer,5.0 out of 5 stars,"
MiVi headset review
",17 December 2019,"
I have a great product delivered by mivi. Just loved it
"
Sachin Rawat,4.0 out of 5 stars,"
Connectivity issues
",23 December 2019,"
Device is getting automatically disconnected what to do
"
Amazon Customer,5.0 out of 5 stars,"
Nice and comfortable
",27 December 2019,"
Good in comfort,and quality ...
"
Shubhrajit D.,5.0 out of 5 stars,"
Nice product
",16 January 2020,"
Product was really good
"
Vishal Gadhave,3.0 out of 5 stars,"
Sound quality is good looks are average
",14 October 2019,"
The addition in ear buts are too heavy.
"
yatendra raizada,5.0 out of 5 stars,"
Awesome
",23 January 2020,"
Very good sound quality very fast bluetooth contacting
"
Sanjay Tanna,5.0 out of 5 stars,"
Excellent....
",19 December 2019,"
Enjoying from last month, the great sound and bass....
"
Shri,4.0 out of 5 stars,"
A great product for a great price.. got it for 999
",21 October 2019,"
The bass is great .. and the sound quality is awesome.
"
Anurag kumar,1.0 out of 5 stars,"
Just cool
",24 January 2020,"
Charging is bad
"
Amazon Customer,4.0 out of 5 stars,"
Jabardast
",24 January 2020,"
Awesome Product
"
Sarthak jain,5.0 out of 5 stars,"
Value for money
",11 October 2019,"
Worthy product, best sound quality at this price point.
"
NAME_NOT_RETURNED,1.0 out of 5 stars,"
Average
",3 February 2020,"
Average
"
Aaditya Kamlaskar,4.0 out of 5 stars,"
MIVI
",5 October 2019,"
Sound quality is very clear n awesome
"
Yash Pillai,5.0 out of 5 stars,"
Go get this beast
",22 October 2019,"
Go for it despite any negative review
"
Ravinder Singh Rautela,5.0 out of 5 stars,"
""Value For money"" actually even more than that
",23 December 2019,"
Superb Bass and Noise cancellation, good battery life
"
abhijeet jadhav,5.0 out of 5 stars,"
Nice product & budget friendly
",28 December 2019,"
Battery life is better than other Bluetooth earphones
"
Manoj,4.0 out of 5 stars,"
15mitares super
",19 November 2019,"
I like this very good frodcet
"
Arbaz hodekar,5.0 out of 5 stars,"
Best built quality
",12 October 2019,"
Excellent sound qualityBass is amazing 😍love it
"
Ankur Kumar Sharma,4.0 out of 5 stars,"
Good build quality
",18 October 2019,"
It's hard to find the device in pairing mode.
"
Suresh,4.0 out of 5 stars,"
But ok
",24 January 2020,"
Bluetooth not working
"
Prathamesh Chavan,5.0 out of 5 stars,"
VFM headphones
",1 November 2019,"
Great build quality and overall good sound quality.
"
Amazon Customer,5.0 out of 5 stars,"
Customer support service is good.
",30 January 2020,"
Noise cancellation and bass is good.
"
Aditya Chaugule,5.0 out of 5 stars,"
Great earphones at amazing price.
",12 October 2019,"
Great sound quality coupled with good battery backup.
"
SOURAV CHATTERJEE,5.0 out of 5 stars,"
Great product
",19 October 2019,"
Good built quality with nice sound and great battery
"
Shashikant pawar,4.0 out of 5 stars,"
Super
",5 October 2019,"
Super
"
Tabrez,1.0 out of 5 stars,"
Product was not seal pack..
",14 October 2019,"
Product received without seal pack..
"
Siddhant D.,5.0 out of 5 stars,"
Nice budget buy for wireless earphones
",11 November 2019,"
Unmatched sound quality with a small price.
"
Rajiv kumar,5.0 out of 5 stars,"
Good quality product
",28 January 2020,"
Sound is very good quality connectivity is too good
"
Dhairyashil S Chavan,5.0 out of 5 stars,"
Not connecting
",25 January 2020,"
Cannot connect to redmi note 3.... What should I do
"
Amazon Customer,2.0 out of 5 stars,"
Not look good
",2 February 2020,"
Too bulky headphone
"
Rider,3.0 out of 5 stars,"
Compatible
",1 February 2020,"
My brother liked it
"
FARHAN,4.0 out of 5 stars,"
Good battery life
",27 November 2019,"
Good
"
Vinayak Tanwar,5.0 out of 5 stars,"
Best
",24 January 2020,"
Best
"
Sachin vishwakarma,3.0 out of 5 stars,"
Really Good
",16 December 2019,"
This product is batter than your thinking.
"
K.R. Ramadevi,1.0 out of 5 stars,"
Not working waste of money
",10 December 2019,"
Not working waste product not worth buying
"
Tushar,5.0 out of 5 stars,"
Excellent product
",20 December 2019,"
awesome sound with killer base..🤘
"
yogesh chavan,5.0 out of 5 stars,"
Best earphone i ever use.
",13 November 2019,"
The sound quality is amazing and the bass so good.
"
Pankaj tripathi,5.0 out of 5 stars,"
Mivi
",22 January 2020,"
Best headphones  ever used
"
Vivek Gehlot,5.0 out of 5 stars,"
🥰
",14 November 2019,"
It's a mervalous product😍
"
shounak r.,5.0 out of 5 stars,"
Best Buy
",20 October 2019,"
Best in class sound quality and Noise cancellation
"
neel Sorathia,4.0 out of 5 stars,"
Good product
",10 October 2019,"
Working fine
"
amit,5.0 out of 5 stars,"
Must buy
",13 December 2019,"
Worth price product.. with amazing sound quality.
"
Deepak vishwakarma,1.0 out of 5 stars,"
Bad experience pls Contact to exchange
",13 November 2019,"
It is Bab product want to exchange pls contact...
"
Roushan kumar,5.0 out of 5 stars,"
Awesome product
",12 October 2019,"
sound quality is awesome nd also battery backup is too gud
"
Abhinav Thapliyal,4.0 out of 5 stars,"
Beast headphones at this price ra ge
",17 October 2019,"
Battery is the main issue. It drian very quickly.
"
Asif Pathan,5.0 out of 5 stars,"
899₹ worth all good product
",23 January 2020,"
Worth buying ₹899
"
Sefali Mohanty,5.0 out of 5 stars,"
Awesome
",17 January 2020,"
Have a very good experience.. Loved the product.
"
shivam  Tripathi,4.0 out of 5 stars,"
Quality
",21 October 2019,"
Sound Quality GreatNoise cancellation nice
"
Akash choudhary,4.0 out of 5 stars,"
Good
",27 January 2020,"
Best sound quality  Best deal buy it its awesome
"
Mounadeep Saha,5.0 out of 5 stars,"
Awesome products
",4 November 2019,"
Its an amazing product .. everyone should try it
"
shivam  Tripathi,4.0 out of 5 stars,"
Quality
",21 October 2019,"
Sound Quality GreatNoise cancellation nice
"
Vaibhav,5.0 out of 5 stars,"
Best earphones
",24 December 2019,"
value for money product.Best sound quality
"
Akash choudhary,4.0 out of 5 stars,"
Good
",27 January 2020,"
Best sound quality  Best deal buy it its awesome
"
Yavanika Sharma,5.0 out of 5 stars,"
Excellent
",1 January 2020,"
A great productAnd value for money
"
Himanshu shukla,1.0 out of 5 stars,"
Fake
",1 November 2019,"
Very disappointed sound like fake product
"
Adithya p,5.0 out of 5 stars,"
Good very nice battery life
",14 December 2019,"
Best Bluetooth and sound quality also very nice
"
SAMIR,4.0 out of 5 stars,"
Cool stuff
",29 January 2020,"
Super nice headphones quality. N looks too good
"
Shubham Ghatale,4.0 out of 5 stars,"
Must Buy
",14 December 2019,"
Sound quality is good. Overall good experience.
"
Yash,3.0 out of 5 stars,"
Cheating
",4 October 2019,"
I didnt get case cover for earphone😡😡😡😡😡😡
"
Amazon Customer,2.0 out of 5 stars,"
Product not comfortable to use
",21 December 2019,"
Not getting fit in the year. Very uncomfortable
"
Pooja Awati,5.0 out of 5 stars,"
Best one
",20 December 2019,"
Best in class. Totally satisfied with purchase.
"
Jsbrar7,2.0 out of 5 stars,"
Nig size
",26 January 2020,"
Size is big and it rubs with 👂
"
SURYA N.,4.0 out of 5 stars,"
Worth buying
",9 November 2019,"
Great sound quality..  value for money..
"
ajay prajapati,3.0 out of 5 stars,"
Good product
",28 October 2019,"
Sound better but not suitable for hear
"
Akshay,5.0 out of 5 stars,"
Best in the price range
",21 January 2020,"
Great for bass lovers. Good clear sound output
"
Mayuresh K.,5.0 out of 5 stars,"
Worth the price
",7 November 2019,"
Genuine product , good quality material used .
"
Rishi jamwal,5.0 out of 5 stars,"
Mivi ThunderBeats
",23 December 2019,"
Good sound Quality, and having rocking bass 😃
"
Abhishek Patra,5.0 out of 5 stars,"
Nice product
",16 January 2020,"
Great sound quality , just loved the product👍
"
Sheldon,5.0 out of 5 stars,"
Amazing
",13 November 2019,"
Awesome
"
Aniket thorat,5.0 out of 5 stars,"
Excellent product
",10 October 2019,"
Very cool product awesome sound quality
"
Manoj,5.0 out of 5 stars,"
Must buy
",17 October 2019,"
Amazing sound Good bass and noise cancellation
"
Rajat,5.0 out of 5 stars,"
Good product
",8 January 2020,"
Very good product in this price range
"
Aman Chauhan,5.0 out of 5 stars,"
Mivi thunderbeat
",10 January 2020,"
Bass was very good and the battery was Awsome
"
Shubham kulkarni,4.0 out of 5 stars,"
I don't know how
",21 November 2019,"
It's left ear buds automatically stop working
"
Gautham,5.0 out of 5 stars,"
Awesome product
",20 January 2020,"
Awesome product worth for money u need to buy
"
Nidhi,5.0 out of 5 stars,"
Perfect
",13 December 2019,"
It's fits perfectly and sounds is really good
"
Harish,1.0 out of 5 stars,"
Bad product
",27 December 2019,"
Request for return no one come pick this item
"
Puneet Bihany,1.0 out of 5 stars,"
Conked off within first month
",26 November 2019,"
Conked off within first month
"
Virendra Singh Chauhan,5.0 out of 5 stars,"
Good battery life & bazzzzzzz
",24 January 2020,"
Good battery life & bazzzzzzz
"
Divyansh,5.0 out of 5 stars,"
Satisfied with the product, great deal.
",13 January 2020,"
Great ear phones at an amazing price
"
Ravi kumar,1.0 out of 5 stars,"
Charging problem
",30 January 2020,"
Battery charging stop working in 1month only
"
ARS,4.0 out of 5 stars,"
Overall good product in price 999
",9 October 2019,"
Sound quality is goodLow comfort
"
joblessboys,5.0 out of 5 stars,"
Value for money
",26 December 2019,"
Very good sound qualityValue for money
"
Shardul vishwas patil,1.0 out of 5 stars,"
Don't buy
",9 October 2019,"
Plz don't buy this product .No Stander
"
Satish Mohe,5.0 out of 5 stars,"
Nice
",13 January 2020,"
Better sound quality
"
Kishor Nikam,1.0 out of 5 stars,"
Worst experience from seller and Amazon
",11 October 2019,"
Product didn't Paired with any device
"
Akshay s.,5.0 out of 5 stars,"
Good  l like it
",2 November 2019,"
Good bass quality and sound quality
"
Kartikey Kilnake,5.0 out of 5 stars,"
Awesome
",27 January 2020,"
Great sound quality...Full paisa vsul..😊😎
"
Kunal Badgujar,4.0 out of 5 stars,"
Nice Product
",22 October 2019,"
Very Good Product & nice sound Quality !!!!
"
Aniket Durugkar,4.0 out of 5 stars,"
Second Time Purchase all time fvrt.
",25 October 2019,"
All time fvrt good sound good bass overall good product
"
Aryan tech,4.0 out of 5 stars,"
About Bass
",19 October 2019,"
Bass is Super.  Worth product in this Price
"
somnath dey,5.0 out of 5 stars,"
Real thunder
",21 January 2020,"
Just superb
"
Gopal Adwani,5.0 out of 5 stars,"
NICE BASS!!
",16 October 2019,"
As a bass lover i'd recommend thunderbeats.
"
Himanshu,3.0 out of 5 stars,"
Connectivity
",3 January 2020,"
Bluetooth connectivity is too weak
"
Keshav,4.0 out of 5 stars,"
Best
",13 December 2019,"
Good sound quality and comfortable
"
Shirish Sahay,5.0 out of 5 stars,"
Value for money
",22 January 2020,"
Good earphone...nice sound quality
"
Bhavesh,5.0 out of 5 stars,"
Good product
",14 January 2020,"
It's sound quality is really good.
"
Amazon Customer,4.0 out of 5 stars,"
Helpful product
",2 November 2019,"
Achha product hai. Sound quality achhi Hai
"
Ashwini,5.0 out of 5 stars,"
Superb
",24 December 2019,"
It's really awesome superb bass i loved it
"
Pratik more,4.0 out of 5 stars,"
such a nice stable and complete bass....
",29 October 2019,"
in the price range ,such a nice headphones
"
Dibyanshu Diwakar,5.0 out of 5 stars,"
Great
",9 January 2020,"
AWESOME PRODUCT.HAD GREAT EXPERIENCE
"
chintan patel,5.0 out of 5 stars,"
Music beats
",19 October 2019,"
Amazing experience sound quality best evr.
"
Manish,5.0 out of 5 stars,"
Good buy
",18 January 2020,"
Good sound quality
"
Parth g.,5.0 out of 5 stars,"
Value for money
",17 January 2020,"
Nice product good battery back up
"
Anjali,5.0 out of 5 stars,"
Product was awesome
",27 December 2019,"
Yes m very happy with the product
"
Mohammed HAARIS,5.0 out of 5 stars,"
Loved it
",11 November 2019,"
Just one word.... Amaaazinggg....
"
Pournima ,4.0 out of 5 stars,"
Good
",2 December 2019,"
Sound quality is very good;happy customer
"
sirisha,1.0 out of 5 stars,"
Bad bluetooth connectivity
",30 January 2020,"
Bad product bluetooth connectivity is bad
"
Sanket,5.0 out of 5 stars,"
I Love this product
",26 January 2020,"
Amazing bluthooth earphone in this Budget
"
rahul,1.0 out of 5 stars,"
Bad quality
",26 December 2019,"
Bad quality products not  worth for money
"
Mihir gulati,5.0 out of 5 stars,"
Very good
",19 January 2020,"
It is a very good product
"
Harish Thakkar,3.0 out of 5 stars,"
Can I buy this in a same rate
",5 October 2019,"
It's sound quality is good... and love it
"
Razick,3.0 out of 5 stars,"
Best One
",18 October 2019,"
Over All best One....Good looking
"
Kapil Dhage,4.0 out of 5 stars,"
Best
",12 January 2020,"
Good one with best quality audio
"
K Mahalingam,5.0 out of 5 stars,"
Satisfied
",24 December 2019,"
Fully satisfied with the product
"
Amazon Customer,5.0 out of 5 stars,"
Best Bluetooth Headset
",26 December 2019,"
Good sound quality and good battery life
"
Jayant,5.0 out of 5 stars,"
2 Months Review
",27 December 2019,"
2 months done...Working great till yet..
"
Amazon Customer,4.0 out of 5 stars,"
Value for money..!!
",14 November 2019,"
Value for money..!! Grt beats and sound.
"
Dileep Kumar,4.0 out of 5 stars,"
Worth
",23 January 2020,"
Product is good and efficient and worthy
"
Deep naik,5.0 out of 5 stars,"
Great earphones!
",20 December 2019,"
Great product 👍
"
Manoj Kumar Majumder,5.0 out of 5 stars,"
Awesome
",26 December 2019,"
Its awesome just
"
umesh dhruve,5.0 out of 5 stars,"
Best in class
",27 January 2020,"
Value for money
"
Manash,1.0 out of 5 stars,"
Waste of money
",9 November 2019,"
Worst don't buy
"
Suraj purohit,5.0 out of 5 stars,"
Best Earphones
",26 December 2019,"
Best Quality Earphones Love This Products
"
kamlesh,4.0 out of 5 stars,"
Nice
",19 October 2019,"
Awesome
"
Ayesha,1.0 out of 5 stars,"
Don't waste your money
",22 October 2019,"
Worst headphone don't buy thus
"
Abhishek Chaudhary,5.0 out of 5 stars,"
Best
",22 January 2020,"
Sound quality is like a shining sun 🌞
"
Yash prajapat,5.0 out of 5 stars,"
Marvelous sound
",9 January 2020,"
Amazing sound and best bass quality 👌
"
loukik Hajare,1.0 out of 5 stars,"
Earphone not working
",29 January 2020,"
My earphone is not working from 2 days
"
PHANEENDRA A,1.0 out of 5 stars,"
No to Buy
",2 January 2020,"
Very Poor Connectivity
"
Haresh,5.0 out of 5 stars,"
Awesome sound quality
",1 January 2020,"
Sound quality is awesome..!!!
"
sourabh panwar,5.0 out of 5 stars,"
Excellent
",23 December 2019,"
Perfect base  and clear music
"
Nikhil N Dhote,5.0 out of 5 stars,"
comfortable
",19 December 2019,"
really nice and comfortable product .
"
kshitij goel,1.0 out of 5 stars,"
Poor quality
",19 January 2020,"
It is not connecting with OnePlus 7t.
"
Priyank Sanghani,4.0 out of 5 stars,"
Value for money
",28 January 2020,"
It's a nice product. Value for money.
"
Raj,5.0 out of 5 stars,"
Value for money
",23 January 2020,"
Good productMet my expectations
"
Hasnain Shakil,5.0 out of 5 stars,"
Must buy go for it
",11 November 2019,"
Build quality is good and bass superb
"
Bhushan Danave,5.0 out of 5 stars,"
Overall good headphones- Mivi thunderbeats
",9 November 2019,"
Bass is not that good at full volume.
"
Akash Odedra,4.0 out of 5 stars,"
Mivi wireless thunderbeat
",4 November 2019,"
Product is very nice. Value for money.
"
Khan imran,5.0 out of 5 stars,"
Mivi thunderb beat
",11 October 2019,"
Good quality product .
"
Amazon Customer,4.0 out of 5 stars,"
Mivi
",14 October 2019,"
As compared to price it's a good deal
"
Amazon Customer,5.0 out of 5 stars,"
Awesome
",5 November 2019,"
Good product with best price
"
Swajeet Wede,1.0 out of 5 stars,"
Connectivity problems!!!
",8 December 2019,"
Bluetooh connectivity issues
"
Hemant,4.0 out of 5 stars,"
Good Product
",23 January 2020,"
A good Product for the Price
"
Nikita mantri,5.0 out of 5 stars,"
Awesome
",12 November 2019,"
Sound quality is too good ❤️
"
Jitendra verna,5.0 out of 5 stars,"
Good
",23 January 2020,"
Good sound quality & beetrry back up
"
Saqib Akmal,5.0 out of 5 stars,"
I like everything about this product
",8 January 2020,"
I like everything about this product
"
Vishal Anand,3.0 out of 5 stars,"
Earplug is big and pain ful for ears
",1 January 2020,"
Earplug is big and painful for ears.
"
ankush,5.0 out of 5 stars,"
Good
",10 January 2020,"
Bluetooth connection is not too good
"
vinod ,5.0 out of 5 stars,"
go for it
",12 December 2019,"
nice product
"
Rishab Handa,5.0 out of 5 stars,"
Awesome quality
",16 January 2020,"
Good product
"
Harsh v.,1.0 out of 5 stars,"
It's buttons was not working and was such a waste of product
",11 October 2019,"
Worst product ever bought in my life.
"
Kakumanu savio amrutha rao,5.0 out of 5 stars,"
Good
",14 November 2019,"
Good
"
Shaikghouse,2.0 out of 5 stars,"
Wast of money
",5 January 2020,"
With in half an hour battery low 😡
"
Kailas Ubare,5.0 out of 5 stars,"
BEST IN CLASS
",28 January 2020,"
Best value for money product ..🎵🎶
"
Lovlesh,3.0 out of 5 stars,"
Weight is too high
",9 October 2019,"
Good product but weight is too high
"
Mohammad kaif gauri,5.0 out of 5 stars,"
Overbass
",19 December 2019,"
Product is good but it has overbass
"
sharukh edibam,4.0 out of 5 stars,"
Mivi thunder beats
",14 January 2020,"
They sound good bass heavy good fit
"
Vivek Chavan,5.0 out of 5 stars,"
Mivi wireless headphone
",30 October 2019,"
Value worth product
"
MAHATAB GIRI,4.0 out of 5 stars,"
Very good quality products
",7 November 2019,"
Sounds quality goodBass quality good
"
Mahesh Alhat,4.0 out of 5 stars,"
Awesome audio quality
",7 October 2019,"
Goo
"
Guru,4.0 out of 5 stars,"
Awesome product
",6 November 2019,"
Best sounds quality... LOVE it and lovely bass
"
Akhilesh Sablok,5.0 out of 5 stars,"
very good earphones
",19 December 2019,"
very  good sound and build quality
"
akkibono,5.0 out of 5 stars,"
Must buy.
",14 October 2019,"
Cool headphone. Fit perfectly. Loved the design.
"
Vinod,2.0 out of 5 stars,"
Right side earphones sounds is low
",22 December 2019,"
Right side earphones sounds is low
"
Sagar Teggi,5.0 out of 5 stars,"
Experience
",16 January 2020,"
Excellent sound and build quality!
"
Azriel Henry,5.0 out of 5 stars,"
Fantastic battery backup
",9 November 2019,"
Hard to find cons for this product
"
hitesh kularkar,1.0 out of 5 stars,"
Please exchange the earphone
",22 November 2019,"
Right side earphone is not working
"
Pavan s.,4.0 out of 5 stars,"
Best for these price range
",7 November 2019,"
Best for these price range
"
deepak kumar,5.0 out of 5 stars,"
mivi T Beats is awesome product.....I love it....S
",4 November 2019,"
sound quality is very good
"
Shubh,5.0 out of 5 stars,"
Mivi tunder  bears
",11 October 2019,"
Superb earphones love thim.
"
Pratik  Charthal,1.0 out of 5 stars,"
Didn't connect to one plus 7
",3 October 2019,"
It didn't connect with one plus 7
"
Mukesh,5.0 out of 5 stars,"
Value product
",25 January 2020,"
Value productWorth of money
"
Mool singh shekhawat,4.0 out of 5 stars,"
great
",3 January 2020,"
just the bluetooth range is short
"
ujjwal,5.0 out of 5 stars,"
Amazing sound at this price
",7 November 2019,"
Great product,lucky to have them.
"
surendar reddy,5.0 out of 5 stars,"
Mivi
",18 December 2019,"
Best quality best price I like it
"
Akshay magade,5.0 out of 5 stars,"
All good as mentioned
",26 January 2020,"
All good as mentioned....
"
Arshil siddiqui,5.0 out of 5 stars,"
Don't buy its very good
",24 January 2020,"
All rounder in this price
"
Raju gohil,4.0 out of 5 stars,"
Sound quality v.good
",8 January 2020,"
Good product 👌👌
"
Ishwar Chand,4.0 out of 5 stars,"
Bluetooth is contacted is good
",24 January 2020,"
All good quality sounds and bass
"
Pradyna,1.0 out of 5 stars,"
Thardclass
",18 October 2019,"
Thardclass, no good atam
"
Omkar pradhan,3.0 out of 5 stars,"
Nice product
",17 October 2019,"
Product is very nice, should buy
"
Amazon Customer,5.0 out of 5 stars,"
Bast wireless Bluetooth earphones
",11 October 2019,"
Bast wireless earphonesThanks to mivi
"
Masrath Tahseen,5.0 out of 5 stars,"
Good Product
",2 November 2019,"
It Was superb..... I like it 👍
"
dwarika chavan,4.0 out of 5 stars,"
Average
",25 January 2020,"
Its an average product.
"
akshay anilkumar,5.0 out of 5 stars,"
Thanks
",31 January 2020,"
As expected it is good.
"
Megha seal,5.0 out of 5 stars,"
Awesome
",14 January 2020,"
Awesome product
"
jimmy dubey,2.0 out of 5 stars,"
Worst
",18 October 2019,"
I did'nt recive carrying box...
"
shubhamRAJsingh,5.0 out of 5 stars,"
Nice product
",13 January 2020,"
The product is extremely good.
"
Sanwar Mal,5.0 out of 5 stars,"
Best Wireless MIVI mavai thunder beats bluetooth earphone
",16 January 2020,"
Good product MIVI thunderbeats
"
Aadil wahab,5.0 out of 5 stars,"
Totally Value Of Money
",22 January 2020,"
Very Good Quality And Material
"
Adityasingh Deepaksingh Thakur,1.0 out of 5 stars,"
Product is not working
",6 October 2019,"
Product is not working
"
Mihir Choudhari,5.0 out of 5 stars,"
Good earphones
",25 January 2020,"
Good earphones
"
Thomas Shelby,5.0 out of 5 stars,"
Good Sound Quality
",9 November 2019,"
Nice Product .
"
Sumit tandon,5.0 out of 5 stars,"
Superb product
",3 February 2020,"
Superb product
"
Sanjay k Chotaliya,5.0 out of 5 stars,"
mivi Bluetooth earphones
",17 January 2020,"
v good product
"
Mirsohail,5.0 out of 5 stars,"
good earphones
",21 January 2020,"
good earphones
"
md saddam hussain,5.0 out of 5 stars,"
Value for money
",28 October 2019,"
Lovely
"
suraj meena,4.0 out of 5 stars,"
Mivi thunderbeats Bluetooth earphone
",30 January 2020,"
A good bass and sound quality
"
Prateek Chauhan,5.0 out of 5 stars,"
Awesome headphones
",30 January 2020,"
Great sound with good design.
"
Azhar sayyed,5.0 out of 5 stars,"
All rounder
",23 January 2020,"
Awesome sound. Best in price.
"
Souvik,4.0 out of 5 stars,"
Headphones
",6 October 2019,"
Varry good products your hear
"
Kaustubh,5.0 out of 5 stars,"
Awesome!!!
",23 January 2020,"
Sound clarity is outstanding.
"
Abhishek Dehane,5.0 out of 5 stars,"
Best earphones
",25 October 2019,"
Best earphones for bass lover
"
RAHUL DAS,5.0 out of 5 stars,"
Gujn
",21 January 2020,"
Great quality
"
James Gamit,5.0 out of 5 stars,"
Great Deal & Product 😍
",22 January 2020,"
Worth it 👌🏼
"
G. Prasanth raja,5.0 out of 5 stars,"
Excellant
",11 October 2019,"
No it's pairing excellent sound quality
"
shubham sahu,5.0 out of 5 stars,"
worth buying
",30 January 2020,"
A good product worth buying.
"
Digambar sawant,1.0 out of 5 stars,"
Bad connection
",11 January 2020,"
No connection with Bluetooth
"
Siddhesh ,2.0 out of 5 stars,"
Unable to connect to any device
",24 November 2019,"
Unable to connect to devices
"
Sourav Saha,5.0 out of 5 stars,"
Very good mivi
",22 January 2020,"
Very nice headphone 😃😃😃😃
"
Amazon Customer,5.0 out of 5 stars,"
Good product
",28 January 2020,"
Flawless performance
"
Manish,4.0 out of 5 stars,"
Value for money
",22 October 2019,"
Overall good product
"
Amazon Customer,3.0 out of 5 stars,"
Awesome
",11 January 2020,"
Good product
"
Rahul soni,5.0 out of 5 stars,"
Good
",25 January 2020,"
Good product
"
siddhesh sanjay pawar,3.0 out of 5 stars,"
Good
",11 October 2019,"
Bass quality is not satisfied
"
Sonam Kathe,5.0 out of 5 stars,"
Nice
",24 January 2020,"
Good
"
